0, 0, Header, 1, 6, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, MIDI_port, 0
1, 0, System_exclusive, 10, 65, 16, 66, 18, 64, 0, 127, 0, 65, 247
1, 0, MIDI_port, 0
1, 0, System_exclusive, 10, 65, 16, 66, 18, 64, 1, 48, 3, 12, 247
1, 0, MIDI_port, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 300000
1, 475, Tempo, 352941
1, 5283, Tempo, 355030
1, 5760, Tempo, 357143
1, 7203, Tempo, 361446
1, 8160, Tempo, 365854
1, 8643, Tempo, 359281
1, 9123, Tempo, 370370
1, 9600, Tempo, 361446
1, 11040, Tempo, 357143
1, 18240, Tempo, 361446
1, 18726, Tempo, 365854
1, 19200, Tempo, 370370
1, 19680, Tempo, 361446
1, 20400, Tempo, 352941
1, 20643, Tempo, 357143
1, 20880, Tempo, 368098
1, 21120, Tempo, 375000
1, 21360, Tempo, 361446
1, 22560, Tempo, 357143
1, 23283, Tempo, 379747
1, 23400, Tempo, 416667
1, 23520, Tempo, 377358
1, 23640, Tempo, 357143
1, 25436, Tempo, 352941
1, 36480, Tempo, 357143
1, 36720, Tempo, 363636
1, 36960, Tempo, 375000
1, 36960, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Etude No. 1"
2, 119, Control_c, 0, 93, 20
2, 119, Control_c, 0, 0, 0
2, 119, Control_c, 0, 91, 64
2, 120, Control_c, 0, 0, 0
2, 122, Program_c, 0, 0
2, 123, Control_c, 0, 7, 127
2, 480, Note_on_c, 0, 36, 93
2, 480, Note_on_c, 0, 48, 94
2, 480, Control_c, 0, 64, 127
2, 506, Note_on_c, 0, 48, 0
2, 510, Note_on_c, 0, 48, 80
2, 540, Note_on_c, 0, 55, 82
2, 566, Note_on_c, 0, 55, 0
2, 570, Note_on_c, 0, 60, 72
2, 596, Note_on_c, 0, 60, 0
2, 600, Note_on_c, 0, 64, 82
2, 626, Note_on_c, 0, 64, 0
2, 630, Note_on_c, 0, 60, 61
2, 656, Note_on_c, 0, 60, 0
2, 660, Note_on_c, 0, 67, 73
2, 686, Note_on_c, 0, 67, 0
2, 690, Note_on_c, 0, 72, 72
2, 716, Note_on_c, 0, 72, 0
2, 720, Note_on_c, 0, 76, 80
2, 746, Note_on_c, 0, 76, 0
2, 750, Note_on_c, 0, 72, 66
2, 776, Note_on_c, 0, 72, 0
2, 780, Note_on_c, 0, 79, 70
2, 806, Note_on_c, 0, 79, 0
2, 810, Note_on_c, 0, 84, 67
2, 836, Note_on_c, 0, 84, 0
2, 840, Note_on_c, 0, 88, 78
2, 866, Note_on_c, 0, 88, 0
2, 870, Note_on_c, 0, 84, 59
2, 896, Note_on_c, 0, 84, 0
2, 900, Note_on_c, 0, 91, 76
2, 926, Note_on_c, 0, 91, 0
2, 930, Note_on_c, 0, 96, 73
2, 956, Note_on_c, 0, 96, 0
2, 960, Note_on_c, 0, 100, 78
2, 986, Note_on_c, 0, 100, 0
2, 990, Note_on_c, 0, 96, 65
2, 1016, Note_on_c, 0, 96, 0
2, 1020, Note_on_c, 0, 91, 57
2, 1046, Note_on_c, 0, 91, 0
2, 1050, Note_on_c, 0, 84, 52
2, 1076, Note_on_c, 0, 84, 0
2, 1080, Note_on_c, 0, 88, 77
2, 1106, Note_on_c, 0, 88, 0
2, 1110, Note_on_c, 0, 84, 71
2, 1136, Note_on_c, 0, 84, 0
2, 1140, Note_on_c, 0, 79, 69
2, 1166, Note_on_c, 0, 79, 0
2, 1170, Note_on_c, 0, 72, 66
2, 1196, Note_on_c, 0, 72, 0
2, 1200, Note_on_c, 0, 76, 79
2, 1226, Note_on_c, 0, 76, 0
2, 1230, Note_on_c, 0, 72, 55
2, 1256, Note_on_c, 0, 72, 0
2, 1260, Note_on_c, 0, 67, 70
2, 1286, Note_on_c, 0, 67, 0
2, 1290, Note_on_c, 0, 60, 58
2, 1316, Note_on_c, 0, 60, 0
2, 1320, Note_on_c, 0, 64, 77
2, 1346, Note_on_c, 0, 64, 0
2, 1350, Note_on_c, 0, 60, 61
2, 1376, Note_on_c, 0, 60, 0
